Post_ID,Platform,Content_Type,Likes,Comments,Shares,Saves,Followers,Ad_Spend,Impressions,Reach,Post_Hour,Day,Total_Engagement,Engagement_Rate (%),CTR (%),Cost_Per_Engagement
2615,YouTube,Image,16805,699,293,827,12859,17096,156307,287153,11,Fri,18624,144.83241309588615,11.915013403110546,0.9179553264604811
2616,Twitter,Video,12442,1069,262,891,166683,36423,115360,252739,6,Tue,14664,8.797537841291552,12.711511789181692,2.4838379705400984
2617,YouTube,Carousel,12339,856,1615,1309,181549,48110,187154,288141,23,Sat,16119,8.878594759541501,8.612693290017846,2.984676468763571
2618,LinkedIn,Carousel,13954,431,178,1028,142858,12534,321239,59883,15,Sat,15591,10.913634518192891,4.853395758298339,0.803925341543198
2619,LinkedIn,Image,13997,1653,334,1141,103997,12768,207034,130553,16,Tue,17125,16.466821158302643,8.271588241544867,0.7455766423357664
2620,LinkedIn,Video,11519,1222,1259,229,26185,22625,266066,43659,21,Thu,14229,54.340271147603595,5.347921192486075,1.5900625483168178
2621,LinkedIn,Reel,10164,617,763,159,101726,39240,321150,204456,3,Thu,11703,11.50443347816684,3.644091546006539,3.3529864137400667
2622,LinkedIn,Text,15103,1348,1024,1317,74245,28660,434539,106746,16,Sun,18792,25.31079533975352,4.324583063890699,1.5251170710940827
2623,Twitter,Text,10359,29,165,185,120718,24144,489843,8445,17,Thu,10738,8.895110919664011,2.1921309480792828,2.248463401005774
2624,Twitter,Image,5774,685,190,1013,68906,9640,290915,118426,3,Sun,7662,11.11949612515601,2.6337590017702763,1.258157139128165
2625,Twitter,Video,5102,391,1931,876,91395,20032,403992,133065,16,Sun,8300,9.081459598446305,2.0544961286362105,2.4134939759036143
2626,YouTube,Video,1010,618,147,551,74745,37892,198527,193089,14,Wed,2326,3.111913840390662,1.1716290479380638,16.290627687016336
2627,YouTube,Carousel,1049,2200,1310,1247,93915,26589,38772,273831,21,Tue,5806,6.182186019272747,14.97472402764882,4.579572855666552
2628,YouTube,Reel,18998,71,911,1175,154075,8650,316515,245001,16,Wed,21155,13.730326139866946,6.683727469472221,0.4088867879933822
2629,YouTube,Video,11623,1275,644,1163,96087,2843,386091,17196,12,Thu,14705,15.303839229032024,3.8086875891952934,0.19333560013600817
2630,LinkedIn,Text,11321,2295,1706,1390,89436,24357,415170,228691,2,Fri,16712,18.685987745426896,4.025339017751764,1.4574557204404022
2631,LinkedIn,Reel,16584,1164,31,1151,82916,16976,415053,39954,11,Thu,18930,22.830334314245743,4.560863311432516,0.8967776016904384
2632,LinkedIn,Reel,4746,1638,1274,1374,14707,497,76494,119263,16,Mon,9032,61.41293261712109,11.807462023165217,0.0550265721877768
2633,Instagram,Image,7045,1636,1515,146,160451,2134,137647,22102,21,Fri,10342,6.445581517098678,7.513422014282913,0.20634306710500872
2634,Twitter,Video,2500,1156,1675,1308,55277,18833,391489,18119,21,Sun,6639,12.010420247119056,1.6958330885414405,2.836722397951499
2635,YouTube,Image,11663,1473,1925,1492,95604,5412,314249,159426,6,Sun,16553,17.314129115936574,5.267478973680107,0.32694979761976684
2636,YouTube,Video,18827,936,206,1241,86431,32666,314864,177254,6,Fri,21210,24.53980631949185,6.736241678947101,1.54012258368694
2637,LinkedIn,Carousel,452,2399,1049,435,59756,4292,467697,188655,10,Sun,4335,7.254501640002678,0.9268821480573961,0.990080738177624
2638,YouTube,Image,19439,1452,1619,731,85748,27387,250468,46128,15,Tue,23241,27.103839156598404,9.279029656483063,1.1783916354717956
2639,YouTube,Image,15589,1663,674,1168,84859,31826,113498,35671,3,Wed,19094,22.500854358406297,16.823203933108953,1.6668063265947417
2640,Twitter,Text,1118,2512,1122,1300,103470,26,55080,39289,15,Mon,6052,5.849038368609259,10.987654320987653,0.004296100462656973
2641,LinkedIn,Image,17663,291,1036,59,66579,12108,208471,236610,4,Fri,19049,28.611123627570258,9.137481951926167,0.6356239172659982
2642,Twitter,Video,5293,895,476,842,123877,14470,82393,78519,18,Wed,7506,6.059236177821549,9.109997208500722,1.9277911004529709
2643,Instagram,Text,15801,1034,1367,1398,77884,29785,250159,294885,21,Wed,19600,25.16563093831852,7.835016929233007,1.519642857142857
2644,Instagram,Image,3636,732,263,403,176011,2253,33309,174466,13,Mon,5034,2.860048519694792,15.113032513735025,0.4475566150178784
2645,Instagram,Image,15549,1808,59,880,151820,20026,417170,119615,6,Mon,18296,12.051113160321433,4.385742023635449,1.0945561871447311
2646,LinkedIn,Carousel,11942,1245,915,1137,73879,44258,128984,79643,8,Thu,15239,20.626971128466817,11.8146436767351,2.904258809633178
2647,YouTube,Image,18986,96,1576,614,121506,29274,443810,242844,12,Sun,21272,17.506954389083667,4.79304206755143,1.3761752538548326
2648,LinkedIn,Reel,3919,674,1034,335,47115,46147,34368,297466,15,Sun,5962,12.654144115462168,17.347532588454374,7.7401878564240185
2649,LinkedIn,Text,17463,871,1405,830,67023,45417,356422,148489,20,Thu,20569,30.68946481058741,5.770968122057561,2.208031503719189
2650,YouTube,Reel,1076,1732,558,284,92943,42243,78670,231995,3,Fri,3650,3.9271381384289294,4.639633913817211,11.573424657534247
2651,Twitter,Text,18764,2118,1078,128,196056,47761,388833,280551,6,Fri,22088,11.266168849716408,5.680587810191008,2.1623053241579138
2652,Instagram,Carousel,5997,2854,116,314,47495,1086,245666,174718,2,Fri,9281,19.541004316243814,3.7778935628047834,0.11701325288223252
2653,Twitter,Image,16057,2152,150,959,114229,24406,129450,216949,19,Thu,19318,16.911642402542263,14.923136346079568,1.263381302412258
2654,Instagram,Image,15459,795,234,70,176819,34783,274724,166929,14,Fri,16558,9.364378262517036,6.027139965929442,2.1006764101944677
2655,LinkedIn,Image,13340,1586,1751,344,196450,21451,21966,204200,20,Fri,17021,8.664291168236192,77.48793590093781,1.2602667293343517
2656,Instagram,Text,207,1677,501,1121,157627,9907,213645,40012,13,Thu,3506,2.224238233297595,1.6410400430620888,2.825727324586423
2657,LinkedIn,Image,15624,2354,1334,1323,162695,7123,200394,231816,6,Thu,20635,12.68324164848336,10.297214487459705,0.3451902108068815
2658,Twitter,Reel,1726,703,1570,175,173381,46702,85615,180796,17,Fri,4174,2.4074148839838276,4.875313905273608,11.188787733588883
2659,LinkedIn,Image,6329,2456,465,883,186738,26302,278375,268001,4,Fri,10133,5.426319228009296,3.6400538841490797,2.5956774893910985
2660,Twitter,Carousel,6977,1264,811,1098,137139,7084,406056,198453,20,Wed,10150,7.401249826818046,2.4996552199696596,0.6979310344827586
2661,YouTube,Reel,974,543,1656,142,22265,19847,396268,141550,19,Tue,3315,14.888838984953964,0.8365550586976491,5.987028657616893
2662,YouTube,Image,5643,411,1936,930,77445,22805,34399,14116,7,Thu,8920,11.517851378397573,25.93098636588273,2.556614349775785
2663,YouTube,Image,3909,139,230,1046,157488,14248,201050,272066,19,Tue,5324,3.380575027938636,2.6480974881870183,2.67618332081142
2664,LinkedIn,Video,10703,2349,63,180,84772,4467,395970,140174,17,Sun,13295,15.683244467512857,3.3575775942621915,0.3359909740503949
2665,YouTube,Text,2207,285,1104,1068,101901,25384,384852,10997,20,Thu,4664,4.576991393607521,1.2118944425389502,5.44253859348199
2666,Instagram,Reel,11845,2969,432,1492,188863,2896,241601,220705,18,Sat,16738,8.862508802677073,6.927951457154564,0.17301947663998088
2667,Twitter,Video,9565,1868,732,91,162197,10362,338450,69128,19,Sun,12256,7.556243333723805,3.6212143595804402,0.8454634464751958
2668,Twitter,Carousel,659,2983,1160,1292,58709,19512,473251,205961,2,Sun,6094,10.380009879234871,1.2876887740332297,3.2018378733180177
2669,Instagram,Text,8408,64,936,33,46060,20639,197597,222913,22,Wed,9441,20.497177594442032,4.777906547164178,2.1861031670373903
2670,LinkedIn,Reel,15350,2796,502,677,36411,42110,132097,19976,5,Sun,19325,53.07462030705007,14.629401121902843,2.1790426908150065
2671,LinkedIn,Image,13355,774,820,1387,57684,17718,484082,91700,17,Tue,16336,28.319811386172944,3.3746348759094533,1.084598432908913
2672,Twitter,Reel,3146,1230,914,1156,171656,25093,142473,225332,14,Wed,6446,3.755184788181013,4.524366020228395,3.8928017375116353
2673,YouTube,Image,13956,651,1621,758,76947,23462,499817,64075,13,Mon,16986,22.074934695309757,3.3984438304419418,1.3812551513010716
2674,LinkedIn,Text,16527,1857,1333,381,167674,17672,114172,240028,23,Sun,20098,11.986354473561793,17.60326524892268,0.8792914717882376
2675,LinkedIn,Image,608,733,71,965,119025,8937,261978,7808,20,Tue,2377,1.9970594412938458,0.9073280962523571,3.7597812368531764
2676,Instagram,Carousel,6207,1223,234,1300,77740,47391,7553,110441,21,Tue,8964,11.530743503987651,118.68131868131869,5.286813922356091
2677,Instagram,Image,13576,811,987,1179,23899,45475,334439,252919,7,Sat,16553,69.26231223063726,4.949482566327492,2.747236150546729
2678,YouTube,Carousel,3539,747,337,386,185482,28543,270899,295911,10,Tue,5009,2.7005315879708003,1.8490286047567546,5.698342982631264
2679,LinkedIn,Text,13236,767,1933,534,62852,22031,210992,210837,10,Mon,16470,26.204416725004776,7.805983165238492,1.3376442015786278
2680,LinkedIn,Text,14267,1601,281,199,174626,38696,489680,29724,11,Sun,16348,9.361721622209751,3.3385067799379184,2.3670173721556154
2681,Instagram,Reel,17400,2624,1901,274,148085,17081,225086,121221,15,Mon,22199,14.990714792180167,9.862452573682948,0.7694490742826253
2682,LinkedIn,Carousel,17282,1309,1612,500,181436,11226,428113,107991,6,Sun,20703,11.410635155096012,4.835872771908352,0.5422402550355021
2683,Twitter,Carousel,5071,1851,725,458,135320,16858,366444,237811,2,Wed,8105,5.9895063553059416,2.211797709882001,2.0799506477483036
2684,Instagram,Video,18244,349,1812,49,108024,44936,177136,296340,1,Mon,20454,18.934681181959565,11.547059886189142,2.196929695903002
2685,YouTube,Video,19759,162,148,969,183285,30332,361054,60812,2,Thu,21038,11.47829882423548,5.826829227760944,1.4417720315619356
2686,Instagram,Video,15983,1598,1279,987,172566,46957,480281,15492,7,Fri,19847,11.501106822896746,4.1323725069282355,2.36594951378042
2687,LinkedIn,Image,918,1431,1824,531,5678,39300,301553,251686,19,Tue,4704,82.84607256076083,1.559924789340514,8.354591836734693
2688,YouTube,Video,10460,1477,695,1003,166424,41470,361048,139562,7,Sun,13635,8.19292890448493,3.7765061709246415,3.0414374770810415
2689,Instagram,Carousel,12027,436,1980,627,50797,25113,318193,44715,3,Wed,15070,29.667106325176682,4.736119273522673,1.6664233576642336
2690,Twitter,Image,16123,2261,1108,1115,145170,43220,47669,190570,22,Wed,20607,14.195081628435627,43.229352409322615,2.097345562187606
2691,Twitter,Text,3165,1145,61,1479,144531,22016,408587,228118,12,Sun,5850,4.047574568777632,1.4317636146034993,3.7634188034188036
2692,Instagram,Reel,3359,2382,1394,338,43894,5384,336049,266988,21,Wed,7473,17.02510593703012,2.2237828411928025,0.7204603238324635
2693,Twitter,Video,17390,959,312,1076,103202,17750,463647,243630,16,Wed,19737,19.124629367647913,4.256902341652162,0.8993261387242235
2694,Twitter,Text,12400,1383,178,3,83763,17445,212061,152655,23,Tue,13964,16.67084512254814,6.5848977416875325,1.249283872815812
2695,Twitter,Carousel,702,2040,1490,280,75442,28904,136869,136688,21,Wed,4512,5.980753426473317,3.2965828639063632,6.406028368794326
2696,YouTube,Reel,4395,2996,754,1313,12898,35075,440025,60160,17,Tue,9458,73.32919832532176,2.1494233282199877,3.708500740114189
2697,Twitter,Text,10083,966,1008,72,55352,16691,461580,221119,4,Wed,12129,21.912487353663824,2.6277135057844796,1.3761233407535658
2698,Twitter,Reel,3627,1711,682,1160,52207,29074,393360,5110,11,Wed,7180,13.752945007374489,1.8252999796623957,4.0493036211699165
2699,Twitter,Video,1911,2951,1624,767,169956,9188,469479,181256,1,Fri,7253,4.2675751370943065,1.5449040319162304,1.266786157452089
2700,YouTube,Carousel,12203,2492,1521,970,76880,25860,79053,61019,9,Sun,17186,22.354318418314257,21.739845420161156,1.504713138601187
2701,Instagram,Reel,9132,1313,564,997,125618,30171,17943,299909,6,Thu,12006,9.557547485233007,66.91188764420666,2.5129935032483757
2702,LinkedIn,Text,12977,380,1667,1416,112394,29421,109374,20288,14,Mon,16440,14.627115326440912,15.030994569093203,1.7895985401459853
2703,Twitter,Video,8063,2990,1709,207,163438,42089,27831,8224,21,Mon,12969,7.935119127742631,46.59911609356473,3.2453543064230086
2704,Instagram,Video,15324,2306,1894,259,117382,31990,305188,182289,6,Mon,19783,16.85352098277419,6.482233901726149,1.6170449375726634
2705,Twitter,Text,9016,2948,1402,929,146908,303,119602,46526,14,Thu,14295,9.730579682522395,11.95214126854066,0.021196222455403986
2706,YouTube,Text,6866,2238,1983,262,22442,6486,287958,141569,15,Tue,11349,50.57035914802602,3.941199758298085,0.5715040972772931
2707,Instagram,Reel,17286,712,353,782,61436,5566,336730,11195,21,Mon,19133,31.142978058467346,5.682000415763371,0.29091099148068783
2708,YouTube,Image,19066,1684,1095,504,133934,21541,192330,43922,0,Mon,22349,16.686576970746785,11.620132064680497,0.9638462571032261
2709,Twitter,Video,1765,2135,334,202,176992,3891,322583,132970,14,Mon,4436,2.5063279696257457,1.3751499614052818,0.877141568981064
2710,Twitter,Reel,16032,2976,1880,1370,126751,9046,207271,108550,2,Sun,22258,17.560413724546553,10.73859826024866,0.4064156707700602
2711,YouTube,Text,7075,2942,198,51,17686,29741,466652,76979,9,Tue,10266,58.04591202080742,2.1999262833974784,2.8970387687512176
2712,LinkedIn,Reel,2652,2393,1183,1379,48604,5724,301499,46317,15,Thu,7607,15.650975228376266,2.5230597779760466,0.752464835020376
2713,YouTube,Text,13319,59,1188,362,146428,48347,219404,161706,1,Thu,14928,10.194771491791188,6.803886893584438,3.2386789924973205
2714,Twitter,Carousel,14374,2142,1724,44,46163,22664,322533,277486,16,Sat,18284,39.60747785022637,5.668877293176202,1.23955370816014
2715,YouTube,Text,12712,2752,270,826,163865,5350,16784,257145,0,Sat,16560,10.105879840112287,98.66539561487131,0.32306763285024154
2716,LinkedIn,Text,2908,2061,172,1401,7491,41777,234988,142708,3,Tue,6542,87.33146442397543,2.7839719475037024,6.3859675940079486
2717,YouTube,Text,11190,1002,149,788,91742,14025,397899,283984,10,Sun,13129,14.310784591572018,3.299581049462301,1.0682458679259654
2718,LinkedIn,Image,12360,2374,190,1435,64382,28225,337076,107862,16,Fri,16359,25.40927588456401,4.853208178571005,1.7253499602665199
2719,LinkedIn,Text,15395,1144,890,770,84464,9164,401563,68570,1,Wed,18199,21.546457662436065,4.532041049598693,0.5035441507775152
2720,YouTube,Video,14937,1367,869,141,44772,36901,348664,57225,0,Tue,17314,38.6714911105155,4.965812358029507,2.1312810442416543
2721,YouTube,Video,14769,1884,778,1281,82096,9370,175169,47518,5,Wed,18712,22.792827908789707,10.682255421906845,0.5007481829841812
2722,Instagram,Reel,10623,772,1451,796,12011,48630,351707,123407,10,Thu,13642,113.5792190492049,3.878796839414626,3.5647265796803986
2723,Twitter,Image,12862,2669,1011,36,180590,32872,346277,298629,3,Wed,16578,9.179910294036214,4.787496715057599,1.9828688623476898
2724,LinkedIn,Reel,13869,1014,790,44,164705,24830,319643,215827,23,Sat,15717,9.542515406332534,4.917048081766221,1.5798180314309347
2725,Instagram,Video,13831,2971,461,919,140934,23955,15072,185400,10,Mon,18182,12.901074261711157,120.63428874734608,1.3175118248817512
2726,YouTube,Video,11977,2856,1868,1069,43118,47037,275170,187119,4,Wed,17770,41.212486664502066,6.4578260711560125,2.6469893078221722
2727,Twitter,Carousel,2556,2176,349,564,68849,22985,233467,89749,9,Sat,5645,8.199102383476884,2.4179006026547647,4.071744906997343
2728,Instagram,Text,5523,359,739,300,181375,23055,53832,177554,4,Wed,6921,3.815851137146795,12.856665180561746,3.331166016471608
2729,LinkedIn,Video,14346,2974,558,287,147775,25166,387703,19575,23,Thu,18165,12.292336322111318,4.685287449413598,1.3854115056427194
2730,Instagram,Reel,12946,696,1025,785,128793,41329,304110,151298,21,Sun,15452,11.99754645050585,5.081056196770906,2.674669945638105
2731,LinkedIn,Reel,4417,551,1544,268,112915,12389,32041,264199,21,Sun,6780,6.0045166718327945,21.160388252551417,1.8272861356932153
2732,YouTube,Text,18040,370,792,790,20096,19347,359667,69125,2,Fri,19992,99.48248407643312,5.558474922636773,0.9677370948379351
2733,Twitter,Text,18689,2765,1824,1085,65047,41623,201106,159539,5,Wed,24363,37.454456008732144,12.114506777520313,1.708451340146944
2734,Twitter,Carousel,12735,2742,940,580,70891,16360,426472,246412,12,Sun,16997,23.97624522153729,3.9854902549288114,0.9625227981408484
2735,Twitter,Image,13570,2387,709,1265,123160,49841,146977,116792,15,Thu,17931,14.559110100682041,12.19986800655885,2.779599576153031
2736,YouTube,Reel,13276,2276,1132,935,13432,14214,104810,23685,6,Mon,17619,131.17182846932698,16.81041885316287,0.8067427209262727
2737,LinkedIn,Text,9213,2265,251,353,151772,27222,222447,172064,17,Wed,12082,7.960625148248688,5.431406132696777,2.253103790763119
2738,YouTube,Reel,13646,1703,816,967,129790,6743,330817,174599,2,Wed,17132,13.199784266892673,5.178693960709396,0.3935909409292552
2739,Twitter,Text,6905,2902,1051,70,61862,35356,123343,35094,5,Mon,10928,17.665125602146713,8.85984612016896,3.235358711566618
2740,YouTube,Video,16888,94,957,834,161268,34303,213554,219001,9,Sat,18773,11.640871096559763,8.790750817123538,1.8272519043306876
2741,YouTube,Reel,18104,694,819,412,102186,14698,353188,18254,15,Sun,20029,19.600532362554556,5.67091747171478,0.7338359378900594
2742,YouTube,Video,19436,254,1553,611,51618,34796,55100,202430,12,Sat,21854,42.337944128017355,39.66243194192378,1.5922028004026723
2743,LinkedIn,Reel,8180,2929,148,1084,87774,29602,344300,284156,23,Sat,12341,14.059972201335247,3.5843740923613128,2.398671096345515
2744,Instagram,Image,3218,1368,734,614,115239,14947,343503,137383,23,Tue,5934,5.149298414599224,1.7274958297307446,2.5188742837883384
2745,Instagram,Carousel,6730,605,1723,1475,64658,35537,103169,297103,8,Fri,10533,16.290327569674286,10.20946214463647,3.3738725909047753
2746,YouTube,Video,665,2742,867,1416,98312,22469,465212,171014,15,Mon,5690,5.787696313776548,1.2230982863726645,3.9488576449912127
2747,Instagram,Text,15801,1166,1782,528,126051,6486,383280,158298,10,Sun,19277,15.293016318791599,5.029482362763515,0.3364631426051772
2748,Instagram,Image,14959,1833,1221,1328,133081,7241,103800,207944,8,Sat,19341,14.533254183542354,18.632947976878615,0.3743860193371594
2749,YouTube,Reel,7770,1807,469,190,142776,30854,120140,102194,9,Mon,10236,7.1692721465792575,8.520059930081572,3.0142633841344275
2750,YouTube,Video,19352,359,1812,77,90544,19371,433882,248658,10,Mon,21600,23.855804912528715,4.9783120756334664,0.8968055555555555
2751,Twitter,Reel,9576,2339,379,888,151451,40903,363994,272506,20,Tue,13182,8.703805191117919,3.6214882662901036,3.1029434076771354
2752,Instagram,Reel,8876,2350,681,1324,59598,32524,497449,35607,21,Mon,13231,22.200409409711735,2.659770147291481,2.458166427329756
2753,LinkedIn,Reel,15121,1302,696,948,47020,46941,210330,88580,14,Tue,18067,38.42407486176096,8.589835021157228,2.598162395527758
2754,YouTube,Carousel,4427,1894,633,16,13573,22474,91230,145997,20,Fri,6970,51.351948721726956,7.640030691658446,3.2243902439024392
2755,Twitter,Carousel,15375,1570,1294,814,158487,12667,335894,34639,12,Tue,19053,12.021806204925326,5.672325197830268,0.6648296856138141
2756,LinkedIn,Text,7714,993,1406,433,71668,13801,229519,33944,16,Fri,10546,14.715075068370819,4.594826572092071,1.3086478285605916
2757,Instagram,Video,1345,2077,1578,1066,56628,42108,145382,128943,3,Fri,6066,10.712015257469803,4.172456012436203,6.94164193867458
2758,Twitter,Image,8343,2816,560,1091,57287,47141,101699,101668,10,Fri,12810,22.36109414003177,12.59599406090522,3.680015612802498
2759,YouTube,Image,10455,1873,867,1403,118838,49932,90591,116804,0,Thu,14598,12.283949578417678,16.11418352816505,3.4204685573366214
2760,LinkedIn,Image,637,1989,78,211,5944,4405,212482,10708,0,Fri,2915,49.04104979811575,1.3718809122655096,1.5111492281303602
2761,YouTube,Reel,16024,1746,442,202,141912,2153,422159,56085,2,Tue,18414,12.97564687975647,4.361863658005634,0.1169219072444879
2762,Instagram,Carousel,16336,2462,885,725,189186,25131,260584,39569,22,Thu,20408,10.787267556795957,7.831639701593344,1.2314288514308114
2763,LinkedIn,Video,17024,1148,230,108,44442,19680,163989,154790,14,Sun,18510,41.649790738490616,11.287342443700492,1.0632090761750406
2764,Instagram,Reel,17298,1928,1847,967,179561,19697,186738,164732,0,Sun,22040,12.274380294161872,11.802632565412503,0.8936932849364791
2765,Instagram,Carousel,1515,710,312,283,181333,39064,133774,208391,22,Mon,2820,1.5551499175549954,2.1080329510966256,13.852482269503547
2766,Twitter,Carousel,11130,2083,970,940,49278,35351,58873,176074,15,Sun,15123,30.68915134542798,25.687496815178434,2.33756529789063
2767,YouTube,Video,1752,575,352,1248,38602,28283,414274,287650,16,Mon,3927,10.173048028599554,0.947923355074178,7.202189966895849
2768,LinkedIn,Video,10957,404,480,736,25134,28444,435478,127110,8,Wed,12577,50.03978674305721,2.888090787594322,2.2615886141369166
2769,Instagram,Video,18840,1966,1343,1141,74720,35811,277681,40416,4,Fri,23290,31.16970021413276,8.387322143034632,1.5376127093173035
2770,Instagram,Reel,3910,532,529,931,77714,22363,472011,26167,5,Sun,5902,7.594513215122115,1.2503945882617142,3.7890545577770247
2771,LinkedIn,Text,16669,1572,1453,602,168726,44804,82428,247360,14,Wed,20296,12.028970046110262,24.62270102392391,2.207528577059519
2772,Instagram,Video,1651,2919,528,1363,13146,19646,414851,221785,8,Fri,6461,49.14802981895633,1.557426642336646,3.0407057731001395
2773,Twitter,Text,13684,1116,566,1304,117188,39804,29544,76927,2,Sun,16670,14.225005973307848,56.42431627403195,2.387762447510498
2774,Twitter,Reel,861,2859,1853,490,193622,16036,328693,255344,18,Fri,6063,3.1313590397785376,1.8445783755662577,2.644895266369784
2775,Twitter,Text,12611,559,1974,18,123222,6726,122875,48188,20,Sun,15162,12.304620928081023,12.33936927772126,0.44360902255639095
2776,Twitter,Image,9571,1478,1277,1198,121740,36790,315099,211650,12,Sat,13524,11.108920650566782,4.291984423942951,2.720349009168885
2777,Instagram,Text,12567,2144,1659,1492,111455,41160,247648,277058,12,Tue,17862,16.02619891436006,7.212656673988888,2.3043332213637893
2778,LinkedIn,Video,6263,842,573,800,193603,18274,111024,196196,22,Tue,8478,4.3790643740024695,7.636186770428016,2.155461193677754
2779,LinkedIn,Reel,16165,396,1210,759,88780,24587,431524,281208,2,Mon,18530,20.871817977021852,4.294083295482986,1.3268753372908797
2780,LinkedIn,Video,11986,972,1990,1165,144006,21555,205698,5816,19,Thu,16113,11.189117120119993,7.833328471837355,1.3377397132749953
2781,LinkedIn,Image,19765,2725,1804,1486,100381,10168,265313,248040,13,Mon,25780,25.6821510046722,9.716825033074143,0.3944142746314973
2782,YouTube,Video,18020,1431,110,928,184121,15103,373208,159762,1,Fri,20489,11.128008211991029,5.4899680607060946,0.7371272390062961
2783,LinkedIn,Video,6301,295,195,297,111355,25901,273567,88853,9,Sat,7088,6.365228323829195,2.5909557804852197,3.654204288939052
2784,YouTube,Video,19648,2755,1165,1493,191352,30567,174875,42739,8,Thu,25061,13.09680588653372,14.330807719799857,1.2197039224292725
2785,YouTube,Carousel,15680,378,704,704,100597,45030,250411,168348,12,Wed,17466,17.362346789665693,6.974933209803083,2.5781518378564066
2786,Twitter,Image,19254,2712,1148,814,189476,13207,94988,63438,10,Fri,23928,12.628512318182777,25.190550385311827,0.5519475091942494
2787,YouTube,Video,7499,1455,1782,802,7127,39432,271161,179682,1,Tue,11538,161.89139890557036,4.255036675628132,3.417576703068123
2788,Instagram,Video,19919,1751,835,372,198808,23691,437894,179767,15,Mon,22877,11.50708220997143,5.224323694775448,1.035581588494995
2789,YouTube,Video,17045,2711,76,1491,155163,3556,451608,36554,4,Mon,21323,13.74232258979267,4.721572691360649,0.16676827838484265
2790,Twitter,Reel,7723,2754,759,927,146005,40072,33948,207981,0,Wed,12163,8.330536625458032,35.82832567456109,3.2945819288004605
2791,YouTube,Carousel,10427,1476,1159,950,130553,33133,92529,103321,7,Mon,14012,10.732805833646106,15.143360459963903,2.3646160433913788
2792,Instagram,Reel,7287,1786,461,1461,20877,15893,364912,130081,21,Mon,10995,52.66561287541314,3.013055202350156,1.4454752160072761
2793,Instagram,Carousel,2280,1553,1809,843,170653,15866,340291,19512,15,Sun,6485,3.8001089931029632,1.905721867460497,2.44656900539707
2794,Instagram,Video,2060,924,909,946,17519,656,33219,211102,13,Thu,4839,27.6214395798847,14.56696468888287,0.13556519942136805
2795,Twitter,Image,5253,297,483,442,13351,41120,162932,280808,1,Fri,6475,48.4982398322223,3.9740505241450417,6.350579150579151
2796,Twitter,Text,7135,104,56,1479,128223,15096,378361,7105,17,Thu,8774,6.842766118403095,2.318949363174323,1.7205379530430818
2797,LinkedIn,Text,11571,2726,1008,1271,151720,15447,252531,179681,20,Thu,16576,10.925388874242024,6.56394660457528,0.9318894787644788
2798,Twitter,Video,19754,2098,578,141,62548,19854,153135,147717,6,Mon,22571,36.08588603952165,14.739282332582363,0.8796242966638607
2799,Instagram,Reel,682,340,1147,401,114538,21983,441790,278764,11,Sun,2570,2.2437968185231103,0.5817243486724462,8.553696498054475
2800,Instagram,Image,15614,1846,1905,822,97997,49696,342745,117148,14,Fri,20187,20.59961019214874,5.889801455892865,2.461782335166196
2801,Twitter,Carousel,15631,1814,1292,221,198895,31196,418540,147934,21,Mon,18958,9.531662434953116,4.529555120179672,1.6455322291380947
2802,YouTube,Video,16772,1188,1267,736,130597,12046,198894,232967,1,Sat,19963,15.285956032680689,10.037004635635062,0.6034163201923558
2803,Twitter,Image,8079,2561,1379,1207,180552,39194,101494,114640,21,Sun,13226,7.3253134830962825,13.031312195794825,2.9634054135793133
2804,Twitter,Image,3160,284,897,1387,175089,34529,173738,70937,16,Sat,5728,3.2714790763554533,3.2969183483175817,6.028107541899441
2805,Instagram,Carousel,13831,1598,259,993,44253,956,110713,232180,10,Sun,16681,37.6946195738142,15.066884647692683,0.05731071278700318
2806,LinkedIn,Image,12394,2236,689,1211,91967,24560,288013,109496,1,Mon,16530,17.973838442049868,5.739324266612965,1.485783424077435
2807,Instagram,Reel,17667,1966,1337,112,157996,24175,248321,254188,18,Thu,21082,13.34337578166536,8.489817615103032,1.146712835594346
2808,LinkedIn,Reel,14374,1785,1777,1204,39864,41041,334308,60289,4,Sat,19140,48.01324503311258,5.725259341684914,2.1442528735632185
2809,Instagram,Reel,17930,2194,1859,1222,17493,21295,30093,243340,16,Tue,23205,132.6530612244898,77.1109560362875,0.9176901529842706
2810,Twitter,Image,16448,776,1635,1093,10337,14855,440866,123363,15,Sat,19952,193.01538163877333,4.52563817577223,0.7445368885324779
2811,Instagram,Reel,2003,997,1877,597,68281,49598,380443,99452,12,Tue,5474,8.016871457652934,1.4388489208633095,9.06065034709536
2812,Instagram,Carousel,14651,1769,1523,903,21035,18003,253320,273105,12,Sun,18846,89.59353458521512,7.439602084320228,0.9552690226042662
2813,Instagram,Image,15241,1213,61,484,93854,13036,460412,80048,12,Thu,16999,18.112174228056343,3.6921279202105937,0.7668686393317254
2814,Twitter,Text,2477,2300,954,1422,24884,42133,442232,53467,4,Thu,7153,28.74537855650217,1.6174767995079504,5.890255836711869
2815,Twitter,Image,947,1129,1431,550,14074,38773,151634,259173,4,Mon,4057,28.82620434844394,2.675521321075748,9.557061868375648
2816,Twitter,Carousel,14480,206,1095,1033,97885,13844,69925,3132,19,Fri,16814,17.177299892731266,24.045763317840542,0.8233614844772214
2817,Twitter,Text,17723,535,1074,2,31907,645,240674,155859,18,Sat,19334,60.59485379383835,8.033273224361585,0.033360918589014174
